Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,lifecycle:transition,description,Result by Reviewer B,Result by Reviewer C,Result by Reviewer A,rejects,accepts,Result by Reviewer X
27,End,End,2010-01-06 00:00:00.000,2010-01-06 00:00:00.000,Variant 24,24,End,End,End,End,End,End,End,End
28,invite reviewers,Mike,2006-04-17 01:00:00.000,2006-04-18 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,time-out 3,__INVALID__,2006-04-22 01:00:00.000,2006-04-22 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,time-out 1,__INVALID__,2006-04-26 01:00:00.000,2006-04-26 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,time-out 2,__INVALID__,2006-04-27 01:00:00.000,2006-04-27 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,collect reviews,Anne,2006-04-28 01:00:00.000,2006-05-01 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,decide,Wil,2006-06-14 01:00:00.000,2006-06-18 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,0,1,
28,invite additional reviewer,Mike,2006-06-20 01:00:00.000,2006-06-24 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,time-out X,__INVALID__,2006-06-24 01:00:00.000,2006-06-24 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,decide,Wil,2006-10-18 01:00:00.000,2006-10-19 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,0,1,
28,invite additional reviewer,Mike,2006-12-02 00:00:00.000,2006-12-03 00:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,time-out X,__INVALID__,2006-12-09 00:00:00.000,2006-12-09 00:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,decide,Wil,2006-12-11 00:00:00.000,2006-12-15 00:00:00.000,Variant 25,25,complete,Simulated process instance,,,,0,1,
28,invite additional reviewer,Mike,2007-01-07 00:00:00.000,2007-01-07 00:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,get review X,Mary,2007-01-08 00:00:00.000,2007-01-08 00:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,accept
28,decide,Wil,2007-06-01 01:00:00.000,2007-06-01 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,0,2,
28,invite additional reviewer,Anne,2007-06-01 01:00:00.000,2007-06-05 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,get review X,Mary,2007-06-08 01:00:00.000,2007-06-08 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,accept
28,decide,Wil,2007-08-06 01:00:00.000,2007-08-10 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,0,3,
28,accept,Anne,2007-08-10 01:00:00.000,2007-08-13 01:00:00.000,Variant 25,25,complete,Simulated process instance,,,,,,
28,End,End,2007-08-13 01:00:00.000,2007-08-13 01:00:00.000,Variant 25,25,End,End,End,End,End,End,End,End
29,invite reviewers,Anne,2006-04-26 01:00:00.000,2006-04-27 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,get review 3,Mary,2006-04-28 01:00:00.000,2006-04-28 01:00:00.000,Variant 26,26,complete,Simulated process instance,,reject,,,,
29,get review 1,Sam,2006-04-30 01:00:00.000,2006-04-30 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,accept,,,
29,time-out 2,__INVALID__,2006-05-05 01:00:00.000,2006-05-05 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,collect reviews,Mike,2006-05-11 01:00:00.000,2006-05-13 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,decide,Wil,2006-07-11 01:00:00.000,2006-07-13 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,2,1,
29,invite additional reviewer,Mike,2006-07-16 01:00:00.000,2006-07-19 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,time-out X,__INVALID__,2006-07-19 01:00:00.000,2006-07-19 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,decide,Wil,2006-08-21 01:00:00.000,2006-08-26 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,2,1,
29,invite additional reviewer,Anne,2006-10-23 01:00:00.000,2006-10-24 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,get review X,Mary,2006-10-29 01:00:00.000,2006-10-29 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,reject
29,decide,Wil,2006-11-15 00:00:00.000,2006-11-18 00:00:00.000,Variant 26,26,complete,Simulated process instance,,,,3,1,
29,invite additional reviewer,Anne,2006-11-20 00:00:00.000,2006-11-21 00:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,time-out X,__INVALID__,2006-11-25 00:00:00.000,2006-11-25 00:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,decide,Wil,2007-06-25 01:00:00.000,2007-06-25 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,3,1,
29,reject,Mike,2007-06-25 01:00:00.000,2007-06-30 01:00:00.000,Variant 26,26,complete,Simulated process instance,,,,,,
29,End,End,2007-06-30 01:00:00.000,2007-06-30 01:00:00.000,Variant 26,26,End,End,End,End,End,End,End,End
3,invite reviewers,Anne,2006-01-05 00:00:00.000,2006-01-10 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,get review 1,Mary,2006-01-10 00:00:00.000,2006-01-10 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,reject,,,
3,time-out 2,__INVALID__,2006-01-13 00:00:00.000,2006-01-13 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,get review 3,Carol,2006-01-15 00:00:00.000,2006-01-15 00:00:00.000,Variant 27,27,complete,Simulated process instance,,reject,,,,
3,collect reviews,Anne,2006-01-15 00:00:00.000,2006-01-17 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,decide,Wil,2006-01-19 00:00:00.000,2006-01-24 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,2,1,
3,invite additional reviewer,Anne,2006-01-24 00:00:00.000,2006-01-24 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,time-out X,__INVALID__,2006-02-03 00:00:00.000,2006-02-03 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,decide,Wil,2006-03-06 00:00:00.000,2006-03-06 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,2,1,
3,invite additional reviewer,Anne,2006-03-08 00:00:00.000,2006-03-13 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,time-out X,__INVALID__,2006-03-19 00:00:00.000,2006-03-19 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,decide,Wil,2006-04-27 01:00:00.000,2006-05-01 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,2,1,
3,invite additional reviewer,Anne,2006-05-01 01:00:00.000,2006-05-02 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,get review X,Mary,2006-05-03 01:00:00.000,2006-05-03 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,accept
3,decide,Wil,2006-05-29 01:00:00.000,2006-05-30 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,2,2,
3,invite additional reviewer,Anne,2006-06-07 01:00:00.000,2006-06-10 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,time-out X,__INVALID__,2006-06-12 01:00:00.000,2006-06-12 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,decide,Wil,2006-09-22 01:00:00.000,2006-09-22 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,2,2,
3,invite additional reviewer,Mike,2006-10-06 01:00:00.000,2006-10-09 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,get review X,Mary,2006-10-13 01:00:00.000,2006-10-13 01:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,accept
3,decide,Wil,2006-12-19 00:00:00.000,2006-12-19 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,2,3,
3,accept,Anne,2006-12-24 00:00:00.000,2007-01-03 00:00:00.000,Variant 27,27,complete,Simulated process instance,,,,,,
3,End,End,2007-01-03 00:00:00.000,2007-01-03 00:00:00.000,Variant 27,27,End,End,End,End,End,End,End,End
30,invite reviewers,Mike,2006-05-01 01:00:00.000,2006-05-04 01:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,
30,get review 2,Pam,2006-05-04 01:00:00.000,2006-05-04 01:00:00.000,Variant 28,28,complete,Simulated process instance,reject,,,,,
30,time-out 1,__INVALID__,2006-05-05 01:00:00.000,2006-05-05 01:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,
30,time-out 3,__INVALID__,2006-05-07 01:00:00.000,2006-05-07 01:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,
30,collect reviews,Anne,2006-05-10 01:00:00.000,2006-05-10 01:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,
30,decide,Wil,2006-06-06 01:00:00.000,2006-06-08 01:00:00.000,Variant 28,28,complete,Simulated process instance,,,,1,0,
30,invite additional reviewer,Mike,2006-12-06 00:00:00.000,2006-12-11 00:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,
30,get review X,Pete,2006-12-16 00:00:00.000,2006-12-16 00:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,reject
30,decide,Wil,2007-05-15 01:00:00.000,2007-05-20 01:00:00.000,Variant 28,28,complete,Simulated process instance,,,,2,0,
30,invite additional reviewer,Anne,2007-05-20 01:00:00.000,2007-05-25 01:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,
30,get review X,John,2007-05-29 01:00:00.000,2007-05-29 01:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,reject
30,decide,Wil,2007-11-06 00:00:00.000,2007-11-08 00:00:00.000,Variant 28,28,complete,Simulated process instance,,,,3,0,
30,reject,Anne,2007-11-08 00:00:00.000,2007-11-08 00:00:00.000,Variant 28,28,complete,Simulated process instance,,,,,,
30,End,End,2007-11-08 00:00:00.000,2007-11-08 00:00:00.000,Variant 28,28,End,End,End,End,End,End,End,End
31,invite reviewers,Mike,2006-05-04 01:00:00.000,2006-05-09 01:00:00.000,Variant 4,4,complete,Simulated process instance,,,,,,
31,get review 3,Carol,2006-05-09 01:00:00.000,2006-05-09 01:00:00.000,Variant 4,4,complete,Simulated process instance,,reject,,,,
31,time-out 2,__INVALID__,2006-05-10 01:00:00.000,2006-05-10 01:00:00.000,Variant 4,4,complete,Simulated process instance,,,,,,
31,get review 1,Sara,2006-05-14 01:00:00.000,2006-05-14 01:00:00.000,Variant 4,4,complete,Simulated process instance,,,reject,,,
31,collect reviews,Anne,2006-05-17 01:00:00.000,2006-05-20 01:00:00.000,Variant 4,4,complete,Simulated process instance,,,,,,
31,decide,Wil,2006-05-22 01:00:00.000,2006-05-25 01:00:00.000,Variant 4,4,complete,Simulated process instance,,,,3,0,
31,reject,Mike,2006-05-25 01:00:00.000,2006-05-25 01:00:00.000,Variant 4,4,complete,Simulated process instance,,,,,,
31,End,End,2006-05-25 01:00:00.000,2006-05-25 01:00:00.000,Variant 4,4,End,End,End,End,End,End,End,End
32,invite reviewers,Anne,2006-05-05 01:00:00.000,2006-05-10 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,time-out 2,__INVALID__,2006-05-11 01:00:00.000,2006-05-11 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,get review 3,Pete,2006-05-11 01:00:00.000,2006-05-11 01:00:00.000,Variant 29,29,complete,Simulated process instance,,reject,,,,
32,time-out 1,__INVALID__,2006-05-18 01:00:00.000,2006-05-18 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,collect reviews,Anne,2006-05-25 01:00:00.000,2006-05-30 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,decide,Wil,2006-07-01 01:00:00.000,2006-07-06 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,1,1,
32,invite additional reviewer,Mike,2006-10-19 01:00:00.000,2006-10-23 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,get review X,Sara,2006-10-25 01:00:00.000,2006-10-25 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,accept
32,decide,Wil,2007-03-11 00:00:00.000,2007-03-14 00:00:00.000,Variant 29,29,complete,Simulated process instance,,,,1,2,
32,invite additional reviewer,Anne,2007-03-21 00:00:00.000,2007-03-22 00:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,time-out X,__INVALID__,2007-03-24 00:00:00.000,2007-03-24 00:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,decide,Wil,2008-02-24 00:00:00.000,2008-02-26 00:00:00.000,Variant 29,29,complete,Simulated process instance,,,,1,2,
32,invite additional reviewer,Anne,2008-02-26 00:00:00.000,2008-02-29 00:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,get review X,Pete,2008-03-05 00:00:00.000,2008-03-05 00:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,accept
32,decide,Wil,2008-09-21 01:00:00.000,2008-09-23 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,1,3,
32,accept,Anne,2008-09-23 01:00:00.000,2008-09-23 01:00:00.000,Variant 29,29,complete,Simulated process instance,,,,,,
32,End,End,2008-09-23 01:00:00.000,2008-09-23 01:00:00.000,Variant 29,29,End,End,End,End,End,End,End,End
33,invite reviewers,Anne,2006-05-10 01:00:00.000,2006-05-13 01:00:00.000,Variant 30,30,complete,Simulated process instance,,,,,,
33,get review 2,Carol,2006-05-13 01:00:00.000,2006-05-13 01:00:00.000,Variant 30,30,complete,Simulated process instance,reject,,,,,
33,get review 3,Mary,2006-05-16 01:00:00.000,2006-05-16 01:00:00.000,Variant 30,30,complete,Simulated process instance,,reject,,,,
33,time-out 1,__INVALID__,2006-05-20 01:00:00.000,2006-05-20 01:00:00.000,Variant 30,30,complete,Simulated process instance,,,,,,
33,collect reviews,Mike,2006-05-25 01:00:00.000,2006-05-29 01:00:00.000,Variant 30,30,complete,Simulated process instance,,,,,,
33,decide,Wil,2006-05-30 01:00:00.000,2006-06-02 01:00:00.000,Variant 30,30,complete,Simulated process instance,,,,2,0,
33,invite additional reviewer,Anne,2006-06-04 01:00:00.000,2006-06-07 01:00:00.000,Variant 30,30,complete,Simulated process instance,,,,,,
33,get review X,Pam,2006-06-07 01:00:00.000,2006-06-07 01:00:00.000,Variant 30,30,complete,Simulated process instance,,,,,,reject
33,decide,Wil,2006-06-08 01:00:00.000,2006-06-12 01:00:00.000,Variant 30,30,complete,Simulated process instance,,,,3,0,
33,reject,Mike,2006-06-15 01:00:00.000,2006-06-20 01:00:00.000,Variant 30,30,complete,Simulated process instance,,,,,,
33,End,End,2006-06-20 01:00:00.000,2006-06-20 01:00:00.000,Variant 30,30,End,End,End,End,End,End,End,End
34,invite reviewers,Anne,2006-05-15 01:00:00.000,2006-05-17 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,time-out 1,__INVALID__,2006-05-19 01:00:00.000,2006-05-19 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,time-out 2,__INVALID__,2006-05-19 01:00:00.000,2006-05-19 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,time-out 3,__INVALID__,2006-05-19 01:00:00.000,2006-05-19 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,collect reviews,Anne,2006-05-23 01:00:00.000,2006-05-25 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,decide,Wil,2006-09-24 01:00:00.000,2006-09-25 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,0,1,
34,invite additional reviewer,Anne,2006-11-02 00:00:00.000,2006-11-07 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,time-out X,__INVALID__,2006-11-17 00:00:00.000,2006-11-17 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,decide,Wil,2007-02-15 00:00:00.000,2007-02-20 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,0,1,
34,invite additional reviewer,Mike,2007-03-21 00:00:00.000,2007-03-24 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,time-out X,__INVALID__,2007-03-28 01:00:00.000,2007-03-28 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,decide,Wil,2008-05-08 01:00:00.000,2008-05-11 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,0,1,
34,invite additional reviewer,Anne,2008-05-11 01:00:00.000,2008-05-12 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,time-out X,__INVALID__,2008-05-12 01:00:00.000,2008-05-12 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,decide,Wil,2009-08-14 01:00:00.000,2009-08-16 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,0,1,
34,invite additional reviewer,Mike,2009-08-16 01:00:00.000,2009-08-16 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,time-out X,__INVALID__,2009-08-23 01:00:00.000,2009-08-23 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,decide,Wil,2009-10-10 01:00:00.000,2009-10-10 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,0,1,
34,invite additional reviewer,Anne,2009-10-15 01:00:00.000,2009-10-17 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,get review X,Mary,2009-10-17 01:00:00.000,2009-10-17 01:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,reject
34,decide,Wil,2009-11-01 00:00:00.000,2009-11-06 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,1,1,
34,invite additional reviewer,Anne,2009-11-06 00:00:00.000,2009-11-11 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,get review X,Sara,2009-11-16 00:00:00.000,2009-11-16 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,accept
34,decide,Wil,2010-01-03 00:00:00.000,2010-01-08 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,1,2,
34,invite additional reviewer,Mike,2010-01-08 00:00:00.000,2010-01-10 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,get review X,John,2010-01-14 00:00:00.000,2010-01-14 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,accept
34,decide,Wil,2010-02-11 00:00:00.000,2010-02-14 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,1,3,
34,invite additional reviewer,Anne,2010-02-14 00:00:00.000,2010-02-18 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,get review X,Mary,2010-02-19 00:00:00.000,2010-02-19 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,accept
34,decide,Wil,2010-03-03 00:00:00.000,2010-03-03 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,1,4,
34,accept,Anne,2010-03-03 00:00:00.000,2010-03-07 00:00:00.000,Variant 31,31,complete,Simulated process instance,,,,,,
34,End,End,2010-03-07 00:00:00.000,2010-03-07 00:00:00.000,Variant 31,31,End,End,End,End,End,End,End,End
35,invite reviewers,Anne,2006-05-20 01:00:00.000,2006-05-22 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,get review 3,Carol,2006-05-24 01:00:00.000,2006-05-24 01:00:00.000,Variant 32,32,complete,Simulated process instance,,reject,,,,
35,get review 2,Sara,2006-05-26 01:00:00.000,2006-05-26 01:00:00.000,Variant 32,32,complete,Simulated process instance,accept,,,,,
35,time-out 1,__INVALID__,2006-05-27 01:00:00.000,2006-05-27 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,collect reviews,Mike,2006-05-29 01:00:00.000,2006-05-31 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,decide,Wil,2006-07-07 01:00:00.000,2006-07-11 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,1,1,
35,invite additional reviewer,Anne,2006-09-02 01:00:00.000,2006-09-06 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,get review X,Mary,2006-09-08 01:00:00.000,2006-09-08 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,accept
35,decide,Wil,2006-09-11 01:00:00.000,2006-09-16 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,1,2,
35,invite additional reviewer,Mike,2006-09-30 01:00:00.000,2006-09-30 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,get review X,Sam,2006-10-01 01:00:00.000,2006-10-01 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,reject
35,decide,Wil,2006-10-14 01:00:00.000,2006-10-17 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,2,2,
35,invite additional reviewer,Mike,2007-04-08 01:00:00.000,2007-04-12 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,get review X,Carol,2007-04-12 01:00:00.000,2007-04-12 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,accept
35,decide,Wil,2008-08-29 01:00:00.000,2008-09-03 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,2,3,
35,invite additional reviewer,Mike,2008-09-03 01:00:00.000,2008-09-04 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,time-out X,__INVALID__,2008-09-06 01:00:00.000,2008-09-06 01:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,decide,Wil,2009-01-16 00:00:00.000,2009-01-21 00:00:00.000,Variant 32,32,complete,Simulated process instance,,,,2,3,
35,invite additional reviewer,Anne,2009-01-21 00:00:00.000,2009-01-25 00:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,time-out X,__INVALID__,2009-01-29 00:00:00.000,2009-01-29 00:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,decide,Wil,2009-02-04 00:00:00.000,2009-02-05 00:00:00.000,Variant 32,32,complete,Simulated process instance,,,,2,3,
35,accept,Mike,2009-02-05 00:00:00.000,2009-02-10 00:00:00.000,Variant 32,32,complete,Simulated process instance,,,,,,
35,End,End,2009-02-10 00:00:00.000,2009-02-10 00:00:00.000,Variant 32,32,End,End,End,End,End,End,End,End
36,invite reviewers,Mike,2006-05-23 01:00:00.000,2006-05-25 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out 3,__INVALID__,2006-05-29 01:00:00.000,2006-05-29 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out 1,__INVALID__,2006-05-29 01:00:00.000,2006-05-29 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out 2,__INVALID__,2006-05-31 01:00:00.000,2006-05-31 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,collect reviews,Mike,2006-06-02 01:00:00.000,2006-06-07 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,decide,Wil,2006-08-09 01:00:00.000,2006-08-13 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,0,1,
36,invite additional reviewer,Mike,2007-01-04 00:00:00.000,2007-01-07 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out X,__INVALID__,2007-01-16 00:00:00.000,2007-01-16 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,decide,Wil,2008-01-13 00:00:00.000,2008-01-14 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,0,1,
36,invite additional reviewer,Mike,2008-01-16 00:00:00.000,2008-01-17 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out X,__INVALID__,2008-01-23 00:00:00.000,2008-01-23 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,decide,Wil,2008-06-01 01:00:00.000,2008-06-03 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,0,1,
36,invite additional reviewer,Mike,2008-06-03 01:00:00.000,2008-06-05 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out X,__INVALID__,2008-06-10 01:00:00.000,2008-06-10 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,decide,Wil,2008-08-15 01:00:00.000,2008-08-18 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,0,1,
36,invite additional reviewer,Anne,2008-08-18 01:00:00.000,2008-08-21 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,get review X,Sam,2008-08-23 01:00:00.000,2008-08-23 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,reject
36,decide,Wil,2009-02-12 00:00:00.000,2009-02-16 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,1,1,
36,invite additional reviewer,Mike,2009-02-16 00:00:00.000,2009-02-21 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out X,__INVALID__,2009-02-22 00:00:00.000,2009-02-22 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,decide,Wil,2009-02-24 00:00:00.000,2009-02-28 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,1,1,
36,invite additional reviewer,Anne,2009-02-28 00:00:00.000,2009-03-01 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out X,__INVALID__,2009-03-03 00:00:00.000,2009-03-03 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,decide,Wil,2009-04-13 01:00:00.000,2009-04-16 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,1,1,
36,invite additional reviewer,Mike,2009-04-16 01:00:00.000,2009-04-21 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,get review X,Pam,2009-04-23 01:00:00.000,2009-04-23 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,reject
36,decide,Wil,2009-12-14 00:00:00.000,2009-12-16 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,2,1,
36,invite additional reviewer,Mike,2009-12-16 00:00:00.000,2009-12-18 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out X,__INVALID__,2010-01-01 00:00:00.000,2010-01-01 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,decide,Wil,2010-02-26 00:00:00.000,2010-03-01 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,2,1,
36,invite additional reviewer,Mike,2010-03-01 00:00:00.000,2010-03-02 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,get review X,Pam,2010-03-06 00:00:00.000,2010-03-06 00:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,reject
36,decide,Wil,2010-04-12 01:00:00.000,2010-04-17 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,3,1,
36,invite additional reviewer,Anne,2010-04-17 01:00:00.000,2010-04-18 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,time-out X,__INVALID__,2010-04-21 01:00:00.000,2010-04-21 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,decide,Wil,2010-04-21 01:00:00.000,2010-04-21 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,3,1,
36,reject,Mike,2010-04-21 01:00:00.000,2010-04-21 01:00:00.000,Variant 33,33,complete,Simulated process instance,,,,,,
36,End,End,2010-04-21 01:00:00.000,2010-04-21 01:00:00.000,Variant 33,33,End,End,End,End,End,End,End,End
37,invite reviewers,Mike,2006-05-31 01:00:00.000,2006-06-02 01:00:00.000,Variant 34,34,complete,Simulated process instance,,,,,,
37,time-out 3,__INVALID__,2006-06-02 01:00:00.000,2006-06-02 01:00:00.000,Variant 34,34,complete,Simulated process instance,,,,,,
